Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,62.36937451,62.44370346,60.95036382,82.02173758,85.51107341,105.2431957,143.1032332,167.1656746,134.0127683,134.2503596,162.6421754,166.2248313,141.3653223,149.7440685,181.598776,194.6690362,205.6740967,232.7786988,255.0456222,284.7555317,291.649791,311.853617,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,183.5327752,200.4623759,221.6576621,255.0551071,274.0006557,375.0782615,387.8492881,443.8451505,554.5947346,621.9124138,663.1410528,651.9878619,628.1468039,592.4761648,520.2519549,530.1498626,502.0570992,500.5229808,516.8667974,363.6740871,..
Afghanistan,AFG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.49,..,..,..,1.69,..,7.91,..,..,11.18,..,..,11.71,5.58,..
Afghanistan,AFG,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-205100000,-176800000,-337700000,-212700000,-263000000,-579800000,-407500000,-793800000,-486500000,-328400000,-466400000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1877652994,-1956521858,-3205300951,-4149500356,-7442378553,-8671425448,-6261263544,-7044964161,-6191463867,-6803560118,-6378166942,-5855061056,-5506547001,..,..
Afghanistan,AFG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.53978409,55.48702296,55.43177862,55.33565541,55.18168216,54.94662027,54.65833233,54.37499688,54.09962714,53.83266142,53.5777064,53.33528295,53.10291867,52.87976658,52.66146153,52.45024712,52.24759145,52.05081632,51.86062917,51.67755513,51.502597,51.33698694,51.18520847,51.06466405,50.95689916,50.85054572,50.74146226,50.6349805,50.52647916,50.41321141,50.27893005,50.11098943,49.9245652,49.73340374,49.50781934,49.25417713,48.98505375,48.71189594,48.4451498,48.19916422,47.99693445,47.84920436,47.76754512,47.74465636,47.78131645,48.08510671,48.46694431,47.9988969,47.79192263,48.34519934,48.67757064,49.36175767,50.17552488,50.72909461,51.35930018,51.80207836,52.08004369,52.4815669,52.88446243,53.29089424,53.77513484,54.17139886,54.47502674
Afghanistan,AFG,"Population, total",SP.POP.TOTL,8622466,8790140,8969047,9157465,9355514,9565147,9783147,10010030,10247780,10494489,10752971,11015857,11286753,11575305,11869879,12157386,12425267,12687301,12938862,12986369,12486631,11155195,10088289,9951449,10243686,10512221,10448442,10322758,10383460,10673168,10694796,10745167,12057433,14003760,15455555,16418912,17106595,17788819,18493132,19262847,19542982,19688632,21000256,22645130,23553551,24411191,25442944,25903301,26427199,27385307,28189672,29249157,30466479,31541209,32716210,33753499,34636207,35643418,36686784,37769499,38972230,40099462,41128771
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,537777811.1,548888895.6,546666677.8,751111191.1,800000044.4,1006666638,1399999967,1673333418,1373333367,1408888922,1748886596,1831108971,1595555476,1733333264,2155555498,2366666616,2555555567,2953333418,3300000109,3697940410,3641723322,3478787909,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3854235264,4539496563,5220825049,6226198935,6971383339,9715765105,10249770319,12154835708,15633843662,18190413832,20203572960,20564485419,20550582747,19998143636,18019554403,18896353156,18418860354,18904502222,20143451706,14583135237,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,639.4847358,639.8659094,693.8734746,674.7933831,652.7743214,697.9955966,617.2304355,336.5869945,200.8522198,367.2792251,586.4161331,750.6044492,1009.977114,717.3800477,813.7893966,1033.242532,1126.68334,1281.659826,1425.124219,1846.120121,2373.581292,2673.787803,2972.743618,3595.038302,4370.539711,4114.134041,4094.349699,4437.141146,4247.631356,4413.063397,4578.633208,3952.803584,4124.05539,4531.032207,5287.660817,5396.214227,5343.037704,6377.203096,6802.804519
Albania,ALB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.087569997,0.154119998,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.75690391,37.48106496,53.10782497,55.56570386,..,..,..,..,..,..,..,..,..,..,..,..,69.63767392,63.66915264,70.58076979,73.32022748,79.86441815,80.73558197,75.88872782,64.57038142,75.69848825,83.88749454,82.38361129,..
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.6,5.1,3.6,4.4,5.7,6.7,6.4,6.1,7,7.3,9.5,9.1,26.5,22.3,18.4,12.9,12.3,14.9,17.7,18.4,16.8,16.4,4.61,15,14.4,6.57,13.8,15.97,13.06,13.67,14.09,13.48,13.38,15.87,18.05,17.19,15.42,13.62,12.3,11.47,..,..,..
Albania,ALB,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6700000,27400000,-86700000,-50900000,-37800000,-43500000,-9000000,-2100000,-34300000,-49800000,-131400000,-232200000,-539300000,-574200000,-513100000,-532500000,-738500000,-586432500,-646330000,-556700000,-795800000,-936900000,-1160330000,-1419161206,-1642928989,-2039576837,-2203548908,-2879743004,-3446126996,-2967394173,-2456390642,-2932716633,-2296761241,-2308765606,-2506992158,-1966180769,-2001510213,-1978658722,-2069586882,-2103429046,-2210461796,-2392168078,-1959879935
Albania,ALB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.47226402,53.07780294,52.69714128,52.37757318,52.16105592,52.08922429,52.14449204,52.27500859,52.4760683,52.7463947,53.08906708,53.49868525,53.9579007,54.47615919,55.05169987,55.6609658,56.29634134,56.9484052,57.60174439,58.24304382,58.83966881,59.37467678,59.85050535,60.26864116,60.63034579,60.93179579,61.18165536,61.3836437,61.53075749,61.63271288,61.69850038,61.73586267,61.74443562,61.73360251,61.71364377,61.69693737,61.72522744,61.83453457,62.0328166,62.30628129,62.63416593,63.00657785,63.41676509,63.84814893,64.30753382,64.80907356,65.33881581,65.8829969,66.41929417,66.93594,67.40694162,67.79014319,68.06286787,68.21911844,68.28993912,68.29988963,68.23476266,68.15564597,68.06658503,67.89768966,67.70636816,67.48403516,67.19819823
Albania,ALB,"Population, total",SP.POP.TOTL,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2775634
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1857338012,1897050133,2097326250,2080796250,2051236250,2253090000,2028553750,1099559028,652174990.8,1185315468,1880950858,2392764853,3199640826,2258513974,2545964541,3212121651,3480355258,3922100794,4348068242,5611496257,7184685782,8052077209,8896074996,10677324873,12881352878,12044205572,11926926654,12890760273,12319834233,12776224537,13228147516,11386853143,11861199831,13019726212,15156424062,15401826081,15162734205,17930565119,18882095518
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,239.0330056,209.9171775,169.9270132,225.8233912,238.8778048,253.3090588,241.0025716,261.3662337,292.0289837,315.5620941,352.5338401,359.8217742,468.6192604,588.9071966,871.7314622,989.3930797,1074.405245,1223.991887,1495.209103,1829.897314,2259.724367,2291.755924,2260.347688,2359.593264,2510.036833,2617.725449,2783.43122,2829.879469,2437.37806,2235.268024,2431.551269,1749.286087,1794.623507,1825.875123,1522.82521,1466.544691,1619.532403,1634.46741,1610.302968,1602.864915,1780.376071,1754.582365,1794.811114,2117.048229,2624.795232,3131.328176,3500.13461,3971.803488,4946.564017,3898.478806,4495.921455,5473.281801,5610.733306,5519.777576,5516.229463,4197.419971,3967.20066,4134.936099,4171.795309,4021.983608,3354.157303,3700.311195,4273.922183
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.230279997,0.366400003,0.196229994,0.163570002,0.066040002,..,..,..,..,..,..,..,..,..,..,..,0.534319997,..,..,..,..,..
Algeria,DZA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.64,21.26,20.6,24.38,26.23,27.74,31.84,..,25.43,..,..,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21,10.2,12,..,..,..,..,..
Algeria,DZA,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1435820350,-2589071838,-246803578,1816831490,1781126363,1477290256,1468635149,1572829659,2180476550,-1300848163,1522761522,68472692.64,424784809.2,3355174104,4698239987,..,..,..,..,..,..,..,..,..,..,..,..,..,24201000000,31947000000,30125606755,32476308402,-909806577.2,9943077525,17000013501,12805677995,2923291765,-7677836863,-25384908362,-27449490181,-22402635934,-15701394555,-15707643325,-17445134688,-2451655745,22441022513
Algeria,DZA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,51.1212968,50.60862907,50.13594962,49.65866228,49.27720225,49.04200753,48.93884189,48.94920884,49.05971697,49.22360184,49.38681124,49.53724135,49.69119441,49.86846589,50.0860769,50.05566564,49.70393653,49.61549834,49.86830677,50.16037612,50.45241495,50.7369057,51.0253013,51.32593332,51.64858721,51.99643698,52.3804982,52.75546926,53.13012074,53.55634003,54.0381006,54.52832441,54.99762462,55.50478987,56.08611925,56.80486693,57.71231232,58.72387466,59.77416592,60.85429973,61.9191671,62.93806008,63.89414247,64.76187593,65.52229661,66.14522323,66.65768907,67.08056354,67.38206756,67.55728447,67.5980207,67.50061156,67.26458974,66.87410535,66.36594385,65.80602213,65.22500492,64.64996599,64.12152911,63.67237178,63.33544725,63.10592349,62.96896715
Algeria,DZA,"Population, total",SP.POP.TOTL,11394307,11598608,11778260,11969451,12179099,12381256,12613389,12897115,13190975,13491016,13795915,14110271,14439748,14786469,15153602,15724692,16500516,17134192,17632645,18166981,18739378,19351357,20000096,20682111,21393530,22132905,22882553,23586101,24243018,24889507,25518074,26133905,26748303,27354327,27937006,28478022,28984634,29476031,29924668,30346083,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615449,2434747054,2001444542,2702982015,2909316433,3136284304,3039859185,3370870374,3852147024,4257253261,4863526893,5077182746,6766744028,8707858006,13209871629,15557901445,17728240937,20972112004,26364491320,33243709744,42345829090,44348587046,45207170762,48801369811,53698548298,57937868670,63692012412,66745822963,59089400190,55634719135,62048505222,45715676428,48003133347,49945585166,42543177031,41764291964,46941553940,48177612042,48187781711,48640671735,54790398813,54744698044,56760355865,67863850334,85332581189,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09059E+11,2.09755E+11,2.1381E+11,1.65979E+11,1.60034E+11,1.70097E+11,1.74911E+11,1.7176E+11,1.45744E+11,1.63472E+11,1.91913E+11
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8800.72881,9043.682367,8832.818519,8733.014287,8673.927195,9187.166344,10019.50225,12191.59773,10446.86321,10495.30473,11920.06109,12038.87159,12313.99736,13101.54182,13300.82461,12372.88478,13195.9359,13672.57666,15501.52634,15743.31076,..
American Samoa,ASM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.187869996,0.325280011,0.366919994,0.395520002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.99,17.24,19.08,14.87,13.79,14.35,12.41,12.61,12.78,12.96,13.11,13.29,13.38,..,..,..,5.11,..,..,..,..,..,..,..,..,..,5.05,..,..,..,..,9.98,..,..,..,..,9.2,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,48.42050235,48.87763018,49.35596089,49.68107886,49.85434322,49.95511094,50.01036398,50.0583548,50.12593475,50.26613377,50.61865189,51.13523112,51.64273242,52.09786533,52.52137047,52.95798461,53.44151006,53.9825737,54.53735522,55.09353887,55.60353347,55.97997622,56.28631615,56.57002858,56.81853909,57.02345986,57.17422156,57.24872788,57.24310608,57.17140512,57.05801163,56.95069553,56.85387649,56.75831477,56.66733603,56.58882792,56.53211009,56.51657595,56.54558946,56.58228288,56.66629458,56.8659557,57.15059216,57.47447813,57.87541974,58.39766654,59.01473499,59.67188401,60.31347009,60.85142506,61.38433349,61.95452035,62.43260106,62.8370601,63.20320205,63.55318486,63.89946083,64.25611063,64.63117462,65.00353969,65.34781008,65.64338848,65.59037777
American Samoa,ASM,"Population, total",SP.POP.TOTL,20085,20626,21272,21949,22656,23391,24122,24848,25608,26396,27075,27593,28063,28529,29012,29573,30198,30816,31428,32045,32886,34059,35367,36735,38168,39663,41221,42842,44532,46288,47818,48992,50078,51174,52288,53401,54500,55578,56603,57594,58230,58324,58177,57941,57626,57254,56837,56383,55891,55366,54849,54310,53691,52995,52217,51368,50448,49463,48424,47321,46189,45035,44273
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,716000000,709000000,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,3958.59127,4193.161414,4967.344043,6183.805741,7174.447718,7963.562944,7758.724021,8206.985726,9456.016728,12054.02044,12534.82271,10516.74887,9739.230181,8108.675838,7825.159598,7914.87768,10568.93304,12833.00404,14529.06053,15404.8193,19208.67281,19967.72783,21123.06705,17024.32408,16670.94837,18731.65069,19081.53796,18253.08538,18592.24302,18884.17135,21620.46849,22809.08776,24784.96379,31954.15566,37630.76426,39583.93119,43084.29291,50562.86121,53721.41133,49750.69367,48237.89117,51428.19695,44902.38077,44747.75386,45680.53499,38885.53032,39931.21698,40632.23155,42904.82846,41328.6005,37207.222,42072.3411,41992.79336
Andorra,AND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,302799704.9,114551911.2,271153904.5,..
Andorra,AND,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.30659253,66.18374039,66.05529577,65.91916888,65.78408195,65.71797235,65.4853568,64.96554352,64.53643257,64.43980704,64.63583495,65.0024623,65.48265592,66.04013364,66.60513412,67.13761103,67.62933757,68.08943746,68.52963298,68.98980728,69.58524052,70.34538696,70.75366599,70.85229521,71.13713683,71.62031066,71.97864246,72.13813373,72.31972933,72.51372522,72.72701817,72.99245055,73.24971414,73.42281425,73.52179825,73.54654166,73.37386492,73.02340682,72.65726273,72.31132435,72.00499262,71.99793571,72.25911628,72.51293847,72.79468632,73.1564475,73.1957542,72.94562388,72.80915127,72.75700049,72.85565475,72.7587062,72.41189931,72.1234753,71.95674483,71.90834268,71.89569964,72.12015737,72.39430236,72.48536212,72.47039897,72.389731,72.2370465
Andorra,AND,"Population, total",SP.POP.TOTL,9443,10216,11014,11839,12690,13563,14546,15745,17079,18449,19860,21322,22832,24393,26003,27640,29294,30949,32574,34142,35611,36987,38598,40432,42181,43809,45605,47635,49654,51639,53569,55434,57283,59156,61037,62928,64147,64682,65186,65655,66097,67820,70849,73907,76933,79826,80221,78168,76055,73852,71519,70567,71013,71367,71621,71746,72540,73837,75013,76343,77700,79034,79824
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,78617622.62,89406587.66,113414399.2,150841573.5,186557164,220112879.8,227284061.5,253998001.2,308020288.9,411548365.7,446377571.5,388982990.5,375914806.5,327849981.5,330073057,346742876.3,481996191.3,611300147.3,721425971.8,795489464,1028989394,1106891025,1209992650,1007090915,1017544675,1178745314,1224023416,1180646068,1211953954,1239840270,1429048106,1546912332,1755989899,2361635782,2895047587,3159826892,3456265062,3952397735,4085781939,3674188229,3449925739,3629133575,3188652765,3193512950,3271685597,2789881259,2896610480,3000162081,3218419897,3155149348,2891001149,3325145407,3352032737
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,711.9411692,643.0528514,620.3631095,623.5339325,637.5197594,757.6323892,684.4892772,755.9724447,792.9140885,891.8032047,949.3498406,1038.914019,1196.464962,847.6537993,251.8564992,399.7355584,523.3109091,514.3098866,423.3934528,387.6894148,556.8842437,527.4641185,872.657638,982.8055896,1254.696126,1900.723817,2597.963585,3121.348735,4081.717497,3123.698898,3496.784796,4511.153227,4962.552072,5101.983876,5059.080441,3100.830685,1709.515534,2283.214233,2487.500996,2142.238757,1502.950754,1903.717405,2998.501158
Angola,AGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.03229,..,..,..,..,..,..
Angola,AGO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.2,14.9,18.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.64,..,..,..,..,3.78,9.43,16.77,..,..,9.58,..,..,..,..,16.5,..,15.8,..
Angola,AGO,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,388000000,-211000000,689000000,114000000,651000000,606900000,434300000,-54757000,-18200000,149800000,316690000,898908000,-57120000,-1049830000,-394130000,2449010000,39510000,1452563748,908005425.5,3163257045,9142016031,17057651830,18402195772,21121860427,-378203335.8,16030508138,24144210613,26025090817,20169149502,7313313527,-3531471369,2642737293,7341498050,15501535712,12880814227,5858757656,14829788601,21556000870
Angola,AGO,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,54.68325731,54.17723929,53.64556996,53.091408,52.49071115,51.9434876,51.47963697,51.04610843,50.65916681,50.337069,50.02393568,49.83858797,49.92126534,50.13321594,50.36317192,50.59135073,50.81124991,51.04339524,51.28172613,51.49627301,51.69163822,51.85228588,51.96698905,52.04340032,52.06469279,52.01818422,51.90416502,51.74766695,51.5913391,51.44748048,51.31808292,51.1869975,51.07270473,50.96955927,50.87419201,50.83770583,50.85221631,50.89682732,50.96746155,51.04388087,51.13117176,51.2247451,51.31625615,51.40806901,51.49237459,51.56030229,51.61026568,51.64536681,51.6591851,51.65786789,51.65647439,51.66241352,51.66770435,51.67004615,51.67906075,51.69363526,51.73557938,51.80985048,51.89452052,51.99841514,52.10342311,52.22642532,52.38481359
Angola,AGO,"Population, total",SP.POP.TOTL,5357195,5441333,5521400,5599827,5673199,5736582,5787044,5827503,5868203,5928386,6029700,6177049,6364731,6578230,6802494,7032713,7266780,7511895,7771590,8043218,8330047,8631457,8947152,9276707,9617702,9970621,10332574,10694057,11060261,11439498,11828638,12228691,12632507,13038270,13462031,13912253,14383350,14871146,15366864,15870753,16394062,16941587,17516139,18124342,18771125,19450959,20162340,20909684,21691522,22507674,23364185,24259111,25188292,26147002,27128337,28127721,29154746,30208628,31273533,32353588,33428486,34503774,35588987
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5930503401,5550483036,5550483036,5784341596,6131475065,7554065410,7072536109,8084412414,8769836769,10201780977,11229515599,12704558517,15114352005,11051939102,3390500000,5561222222,7526963964,7648377413,6506229607,6152922943,9129594819,8936079253,15285592487,17812704626,23552057820,36970901025,52381025105,65266415707,88538664888,70307196477,81699526881,1.09437E+11,1.24998E+11,1.33402E+11,1.37244E+11,87219300385,49840491178,68972769396,77792944472,69309110146,50241368244,65685435100,1.06714E+11
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1208.677164,1366.092143,1688.309351,2025.474682,2271.831926,2519.803144,2784.737233,3187.981492,3703.786816,4488.196018,5239.458329,6230.466815,6895.386079,7255.406303,7569.969001,7721.763119,8129.144121,8788.013323,8440.034526,9079.481212,9556.832802,10029.47775,10379.1604,11010.19746,10502.93881,10549.66619,10968.89268,11650.84848,12808.01015,14310.68623,16006.13611,16457.10406,14530.59869,13404.51602,13117.14694,13686.47659,13350.14914,14004.81121,14861.88271,15862.65166,16110.3124,17514.35586,18187.77971,15284.77238,16740.3482,18745.17351
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
